Player,Year,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Danny Ainge,1993,SG,33.0,PHO,80.0,0.0,27.0,4.2,9.1,0.462,1.9,4.7,0.403,2.3,4.5,0.522,0.564,1.5,1.8,0.848,0.6,2.1,2.7,3.3,0.9,0.1,1.4,2.2,11.8
Victor Alexander,1993,C,23.0,GSW,72.0,59.0,24.3,4.8,9.3,0.516,0.1,0.3,0.455,4.6,9.0,0.518,0.523,1.5,2.3,0.685,1.8,4.0,5.8,1.3,0.5,0.7,1.7,3.0,11.2
Eric Anderson,1993,PF,22.0,NYK,16.0,0.0,2.8,0.3,1.1,0.278,0.0,0.0,0.0,0.3,1.1,0.278,0.278,0.7,0.8,0.846,0.4,0.5,0.9,0.2,0.2,0.1,0.3,0.9,1.3
Kenny Anderson,1993,PG,22.0,NJN,55.0,55.0,36.5,6.7,15.5,0.435,0.1,0.5,0.28,6.6,15.0,0.44,0.439,3.3,4.2,0.776,0.9,3.2,4.1,8.2,1.7,0.2,2.8,2.5,16.9
Nick Anderson,1993,SG,25.0,ORL,79.0,76.0,37.0,7.5,16.8,0.449,1.1,3.2,0.353,6.4,13.6,0.471,0.482,3.8,5.1,0.741,1.5,4.5,6.0,3.4,1.6,0.7,2.1,2.5,19.9
Ron Anderson,1993,SF,34.0,PHI,69.0,0.0,18.3,3.3,7.9,0.414,0.6,1.7,0.325,2.7,6.1,0.439,0.449,1.0,1.3,0.809,0.9,1.8,2.7,1.3,0.4,0.1,0.9,1.1,8.1
Willie Anderson,1993,SG,26.0,SAS,38.0,7.0,14.7,2.1,4.9,0.43,0.0,0.2,0.125,2.1,4.7,0.444,0.433,0.6,0.7,0.786,0.2,1.3,1.5,2.1,0.4,0.2,1.2,1.4,4.8
Greg Anthony,1993,PG,25.0,NYK,70.0,35.0,24.3,2.5,6.0,0.415,0.1,0.4,0.133,2.4,5.6,0.437,0.42,1.5,2.3,0.673,0.6,1.8,2.4,5.7,1.6,0.2,1.5,2.0,6.6
B.J. Armstrong,1993,PG,25.0,CHI,82.0,74.0,30.4,5.0,10.0,0.499,0.8,1.7,0.453,4.2,8.3,0.508,0.537,1.6,1.8,0.861,0.3,1.5,1.8,4.0,0.8,0.1,1.0,2.1,12.3
Vincent Askew,1993,SG,26.0,TOT,73.0,4.0,15.5,2.1,4.2,0.492,0.0,0.1,0.333,2.1,4.2,0.495,0.495,1.4,2.0,0.705,0.8,1.4,2.2,1.7,0.5,0.3,0.9,1.8,5.6
Vincent Askew,1993,SG,26.0,SAC,9.0,0.0,8.4,0.9,1.9,0.471,0.0,0.0,0.0,0.9,1.9,0.471,0.471,1.2,1.7,0.733,0.8,0.4,1.2,0.6,0.2,0.1,0.9,1.2,3.0
Vincent Askew,1993,SG,26.0,SEA,64.0,4.0,16.5,2.3,4.6,0.493,0.0,0.1,0.333,2.2,4.5,0.497,0.497,1.5,2.1,0.701,0.9,1.5,2.3,1.8,0.6,0.3,1.0,1.9,6.0
Keith Askins,1993,SF,25.0,MIA,69.0,1.0,13.6,1.3,3.1,0.413,0.3,0.9,0.338,1.0,2.1,0.446,0.465,0.4,0.6,0.725,1.1,1.8,2.9,0.4,0.4,0.4,0.5,2.0,3.3
Stacey Augmon,1993,SG,24.0,ATL,73.0,66.0,28.9,5.4,10.8,0.501,0.0,0.1,0.0,5.4,10.8,0.504,0.501,3.1,4.2,0.739,1.9,2.0,3.9,2.3,1.2,0.2,2.2,1.9,14.0
Isaac Austin,1993,C,23.0,UTA,46.0,3.0,6.7,1.1,2.4,0.446,0.0,0.0,0.0,1.1,2.4,0.45,0.446,0.6,1.0,0.659,0.8,0.9,1.7,0.1,0.2,0.3,0.5,1.3,2.8
Anthony Avent,1993,PF,23.0,MIL,82.0,78.0,27.9,4.2,9.8,0.433,0.0,0.0,0.0,4.2,9.8,0.434,0.433,1.4,2.1,0.651,2.2,4.0,6.2,1.1,0.7,0.9,1.7,2.9,9.8
John Bagley,1993,PG,32.0,BOS,10.0,0.0,9.7,0.9,2.5,0.36,0.0,0.1,0.0,0.9,2.4,0.375,0.36,0.5,0.6,0.833,0.1,0.6,0.7,2.0,0.2,0.0,1.7,1.1,2.3
Thurl Bailey,1993,PF,31.0,MIN,70.0,3.0,18.2,2.9,6.4,0.455,0.0,0.0,0.0,2.9,6.4,0.455,0.455,1.7,2.0,0.838,0.8,2.3,3.1,0.9,0.3,0.7,0.9,1.3,7.5
Steve Bardo,1993,SG,24.0,DAL,23.0,0.0,7.6,0.8,2.7,0.306,0.0,0.3,0.167,0.8,2.4,0.321,0.315,0.5,0.7,0.706,0.4,1.2,1.6,1.3,0.3,0.1,0.7,1.2,2.2
Charles Barkley*,1993,PF,29.0,PHO,76.0,76.0,37.6,9.4,18.1,0.52,0.9,2.9,0.305,8.5,15.2,0.561,0.545,5.9,7.7,0.765,3.1,9.1,12.2,5.1,1.6,1.0,3.1,2.6,25.6
Dana Barros,1993,PG,25.0,SEA,69.0,2.0,18.0,3.1,6.9,0.451,0.9,2.4,0.379,2.2,4.4,0.492,0.519,0.7,0.9,0.831,0.3,1.3,1.6,2.2,0.9,0.0,0.8,1.1,7.8
Jon Barry,1993,SG,23.0,MIL,47.0,0.0,11.7,1.6,4.4,0.369,0.4,1.3,0.333,1.2,3.0,0.385,0.42,0.7,1.0,0.673,0.2,0.7,0.9,1.4,0.7,0.1,0.9,1.2,4.4
John Battle,1993,SG,30.0,CLE,41.0,0.0,12.1,2.0,4.9,0.415,0.0,0.1,0.167,2.0,4.7,0.423,0.418,1.4,1.8,0.778,0.1,0.6,0.7,1.3,0.2,0.1,0.5,1.0,5.4
Kenny Battle,1993,SG,28.0,BOS,3.0,1.0,9.7,2.0,4.3,0.462,0.0,0.3,0.0,2.0,4.0,0.5,0.462,0.7,0.7,1.0,2.3,1.3,3.7,0.7,0.3,0.0,0.7,0.7,4.7
William Bedford,1993,C,29.0,SAS,16.0,0.0,4.1,0.6,1.7,0.333,0.1,0.1,1.0,0.5,1.6,0.308,0.352,0.4,0.8,0.5,0.1,0.6,0.6,0.0,0.0,0.1,0.1,0.9,1.6
Benoit Benjamin,1993,C,28.0,TOT,59.0,6.0,12.8,2.3,4.6,0.491,0.0,0.0,0.0,2.3,4.6,0.491,0.491,1.2,1.8,0.663,0.9,2.7,3.5,0.4,0.5,0.8,1.3,2.3,5.7
Benoit Benjamin,1993,C,28.0,SEA,31.0,6.0,14.5,2.6,5.3,0.497,0.0,0.0,0.0,2.6,5.3,0.497,0.497,1.5,2.2,0.701,0.9,2.8,3.6,0.4,0.5,1.1,1.4,2.4,6.7
Benoit Benjamin,1993,C,28.0,LAL,28.0,0.0,10.9,1.9,3.9,0.481,0.0,0.0,0.0,1.9,3.9,0.481,0.481,0.8,1.3,0.595,0.9,2.6,3.4,0.4,0.5,0.5,1.3,2.2,4.5
Tony Bennett,1993,PG,23.0,CHH,75.0,2.0,11.4,1.5,3.5,0.423,0.3,1.1,0.325,1.1,2.4,0.467,0.473,0.4,0.5,0.732,0.2,0.7,0.8,1.8,0.4,0.0,0.7,1.5,3.7
David Benoit,1993,SF,24.0,UTA,82.0,27.0,20.9,3.1,7.2,0.436,0.4,1.2,0.347,2.7,6.0,0.453,0.465,1.4,1.9,0.75,1.4,3.4,4.8,0.5,0.5,0.5,1.1,2.5,8.1
Rolando Blackman,1993,SG,33.0,NYK,60.0,33.0,23.9,4.0,9.0,0.443,0.5,1.2,0.425,3.5,7.8,0.446,0.472,1.2,1.5,0.789,0.4,1.3,1.7,2.6,0.4,0.2,1.1,2.2,9.7
Alex Blackwell,1993,SF,22.0,LAL,27.0,0.0,4.0,0.5,1.6,0.333,0.0,0.1,0.0,0.5,1.4,0.359,0.333,0.2,0.3,0.75,0.4,0.5,0.9,0.3,0.1,0.1,0.2,0.5,1.3
Lance Blanks,1993,SG,26.0,MIN,61.0,2.0,10.5,1.1,2.5,0.433,0.2,0.7,0.256,0.9,1.8,0.505,0.47,0.3,0.5,0.625,0.3,0.8,1.1,1.2,0.3,0.1,0.5,1.0,2.6
Ricky Blanton,1993,SF,26.0,CHI,2.0,0.0,6.5,1.5,3.5,0.429,0.0,0.0,0.0,1.5,3.5,0.429,0.429,0.0,0.0,0.0,1.0,0.5,1.5,0.5,1.0,0.0,0.5,0.5,3.0
Mookie Blaylock,1993,PG,25.0,ATL,80.0,78.0,35.3,5.2,12.1,0.429,1.5,3.9,0.375,3.7,8.1,0.456,0.491,1.5,2.1,0.728,1.1,2.4,3.5,8.4,2.5,0.3,2.3,2.0,13.4
Muggsy Bogues,1993,PG,28.0,CHH,81.0,80.0,35.0,4.1,9.0,0.453,0.1,0.3,0.231,4.0,8.7,0.462,0.458,1.7,2.1,0.833,0.6,3.0,3.7,8.8,2.0,0.1,1.9,2.2,10.0
Manute Bol,1993,C,30.0,PHI,58.0,23.0,14.7,0.9,2.2,0.409,0.2,0.6,0.313,0.7,1.6,0.442,0.449,0.2,0.3,0.632,0.8,2.6,3.3,0.3,0.2,2.1,0.9,1.5,2.2
Walter Bond,1993,SG,23.0,DAL,74.0,38.0,21.3,3.1,7.6,0.402,0.1,0.6,0.167,3.0,7.1,0.421,0.408,1.7,2.3,0.772,0.7,1.9,2.6,1.6,1.0,0.2,1.5,3.0,8.0
Anthony Bonner,1993,PF,24.0,SAC,70.0,35.0,25.2,3.3,7.1,0.461,0.0,0.1,0.0,3.3,7.0,0.467,0.461,2.0,3.4,0.593,2.7,3.8,6.5,1.4,1.2,0.2,1.5,2.6,8.6
Anthony Bowie,1993,SG,29.0,ORL,77.0,45.0,22.9,3.5,7.4,0.471,0.2,0.6,0.313,3.3,6.8,0.486,0.484,0.9,1.1,0.798,0.5,2.1,2.5,2.3,0.7,0.2,1.1,1.7,8.0
Sam Bowie,1993,C,31.0,NJN,79.0,65.0,26.5,3.6,8.1,0.45,0.0,0.1,0.333,3.6,8.0,0.451,0.451,1.8,2.3,0.779,2.0,5.0,7.0,1.6,0.4,1.6,1.5,2.9,9.1
Terrell Brandon,1993,PG,22.0,CLE,82.0,8.0,19.8,3.6,7.6,0.478,0.2,0.5,0.31,3.5,7.1,0.491,0.489,1.4,1.7,0.825,0.5,1.7,2.2,3.7,1.0,0.3,1.3,1.5,8.8
Randy Breuer,1993,C,32.0,ATL,12.0,0.0,8.9,1.3,2.6,0.484,0.0,0.0,0.0,1.3,2.6,0.484,0.484,0.2,0.4,0.4,0.8,1.5,2.3,0.5,0.2,0.3,0.4,1.0,2.7
Frank Brickowski,1993,C,33.0,MIL,66.0,64.0,31.4,6.9,12.7,0.545,0.1,0.4,0.308,6.8,12.3,0.553,0.55,3.0,4.1,0.728,1.8,4.3,6.1,3.0,1.2,0.7,3.1,3.6,16.9
Kevin Brooks,1993,SF,23.0,DEN,55.0,2.0,10.4,1.7,4.2,0.399,0.1,0.5,0.231,1.6,3.8,0.42,0.412,0.6,0.7,0.875,0.4,1.1,1.5,0.6,0.2,0.0,0.7,0.8,4.1
Scott Brooks,1993,PG,27.0,HOU,82.0,0.0,18.5,2.2,4.7,0.475,0.5,1.2,0.414,1.7,3.5,0.497,0.529,1.4,1.6,0.83,0.3,0.9,1.2,3.0,1.0,0.0,0.9,1.7,6.3
Chucky Brown,1993,SF,24.0,NJN,77.0,20.0,15.4,2.1,4.3,0.483,0.0,0.1,0.0,2.1,4.2,0.491,0.483,0.9,1.3,0.724,1.1,1.9,3.0,0.7,0.3,0.3,0.7,1.5,5.1
Dee Brown,1993,PG,24.0,BOS,80.0,48.0,28.2,4.1,8.8,0.468,0.3,1.0,0.317,3.8,7.7,0.488,0.486,2.4,3.0,0.793,0.6,2.5,3.1,5.8,1.7,0.4,1.7,2.5,10.9
Mike Brown,1993,C,29.0,UTA,82.0,21.0,18.9,2.1,5.0,0.43,0.0,0.0,0.0,2.1,5.0,0.431,0.43,1.4,2.0,0.689,1.8,3.0,4.8,0.8,0.4,0.3,1.2,2.3,5.7
Randy Brown,1993,PG,24.0,SAC,75.0,34.0,23.0,3.0,6.5,0.463,0.0,0.1,0.333,3.0,6.4,0.465,0.465,1.5,2.1,0.732,1.0,1.8,2.8,2.6,1.4,0.5,1.6,2.7,7.6
Mark Bryant,1993,C,27.0,POR,80.0,24.0,17.5,2.3,4.6,0.503,0.0,0.0,0.0,2.3,4.6,0.504,0.503,1.3,1.9,0.703,1.7,2.4,4.1,0.5,0.5,0.3,0.8,2.8,6.0
Jud Buechler,1993,SF,24.0,GSW,70.0,9.0,18.4,2.5,5.8,0.437,0.3,0.8,0.339,2.2,4.9,0.453,0.462,0.9,1.2,0.747,1.2,1.6,2.8,1.3,0.7,0.3,0.8,1.4,6.2
Matt Bullard,1993,PF,25.0,HOU,79.0,4.0,17.2,2.7,6.3,0.431,1.2,3.1,0.374,1.5,3.2,0.486,0.523,0.7,0.9,0.784,0.8,2.0,2.8,1.4,0.4,0.1,0.7,1.6,7.3
Willie Burton,1993,SF,24.0,MIA,26.0,8.0,17.3,2.1,5.4,0.383,0.2,0.6,0.333,1.9,4.8,0.389,0.401,3.5,4.9,0.717,0.8,1.8,2.7,0.6,0.5,0.6,1.9,2.2,7.8
Steve Burtt,1993,SG,30.0,WSB,4.0,0.0,8.8,2.5,6.5,0.385,0.3,0.8,0.333,2.3,5.8,0.391,0.404,2.0,2.5,0.8,0.5,0.3,0.8,1.5,0.5,0.0,1.0,1.3,7.3
Michael Cage,1993,C,31.0,SEA,82.0,66.0,26.3,2.7,5.1,0.526,0.0,0.0,0.0,2.7,5.1,0.528,0.526,0.7,1.6,0.469,3.3,4.8,8.0,0.8,0.9,0.6,0.7,2.2,6.1
Dexter Cambridge,1993,SF,23.0,DAL,53.0,13.0,16.7,2.8,5.9,0.484,0.0,0.1,0.0,2.8,5.8,0.49,0.484,1.3,1.9,0.687,1.7,1.5,3.2,1.1,0.5,0.1,1.2,2.4,7.0
Elden Campbell,1993,PF,24.0,LAL,79.0,13.0,19.6,3.0,6.6,0.458,0.0,0.0,0.0,3.0,6.5,0.46,0.458,1.6,2.6,0.637,1.6,2.6,4.2,0.6,0.7,1.3,0.9,2.1,7.7
Tony Campbell,1993,SF,30.0,NYK,58.0,13.0,18.3,3.3,6.8,0.49,0.0,0.1,0.4,3.3,6.7,0.491,0.492,1.0,1.5,0.678,1.0,1.7,2.7,1.1,0.6,0.1,0.9,2.6,7.7
Antoine Carr,1993,PF,31.0,SAS,71.0,46.0,27.4,5.3,9.9,0.538,0.0,0.1,0.0,5.3,9.9,0.541,0.538,2.5,3.2,0.777,1.5,4.0,5.5,1.4,0.5,1.2,1.4,3.7,13.1
Bill Cartwright,1993,C,35.0,CHI,63.0,63.0,19.9,2.2,5.4,0.411,0.0,0.0,0.0,2.2,5.4,0.411,0.411,1.1,1.6,0.735,1.3,2.4,3.7,1.3,0.3,0.2,1.0,2.4,5.6
Terry Catledge,1993,PF,29.0,ORL,21.0,1.0,12.5,1.7,3.5,0.493,0.0,0.0,0.0,1.7,3.5,0.493,0.493,1.3,1.6,0.794,0.9,1.3,2.2,0.2,0.2,0.0,1.2,1.5,4.7
Duane Causwell,1993,C,24.0,SAC,55.0,45.0,22.0,3.2,5.8,0.545,0.0,0.0,0.0,3.2,5.8,0.547,0.545,1.9,3.0,0.624,2.0,3.5,5.5,0.6,0.6,1.6,1.1,3.5,8.2
Cedric Ceballos,1993,SF,23.0,PHO,74.0,46.0,21.7,5.1,8.9,0.576,0.0,0.0,0.0,5.1,8.9,0.577,0.576,2.5,3.5,0.725,2.3,3.2,5.5,1.0,0.7,0.4,1.4,1.4,12.8
Tom Chambers,1993,PF,33.0,PHO,73.0,0.0,23.6,4.4,9.8,0.447,0.2,0.4,0.393,4.2,9.4,0.449,0.455,3.3,3.9,0.837,1.3,3.4,4.7,1.4,0.6,0.3,1.3,2.9,12.2
Rex Chapman,1993,SG,25.0,WSB,60.0,23.0,21.7,4.8,10.0,0.477,0.7,1.9,0.371,4.1,8.1,0.502,0.512,2.2,2.7,0.81,0.3,1.2,1.5,1.9,0.6,0.2,1.3,2.0,12.5
Maurice Cheeks*,1993,PG,36.0,NJN,35.0,0.0,14.6,1.5,2.7,0.548,0.0,0.1,0.0,1.5,2.6,0.56,0.548,0.7,0.8,0.889,0.1,1.1,1.2,3.1,0.9,0.1,0.9,1.0,3.6
Pete Chilcutt,1993,PF,24.0,SAC,59.0,9.0,14.1,2.8,5.8,0.485,0.0,0.0,0.0,2.8,5.8,0.485,0.485,0.5,0.8,0.696,1.4,1.9,3.3,1.1,0.4,0.4,0.9,1.7,6.1
Doug Christie,1993,SG,22.0,LAL,23.0,0.0,14.4,2.0,4.6,0.425,0.1,0.5,0.167,1.9,4.1,0.457,0.434,2.2,2.9,0.758,1.0,1.2,2.2,2.3,1.0,0.2,2.2,2.3,6.2
Derrick Coleman,1993,PF,25.0,NJN,76.0,73.0,36.3,7.4,16.1,0.46,0.3,1.3,0.232,7.1,14.8,0.48,0.469,5.5,6.9,0.808,3.3,8.0,11.2,3.6,1.2,1.7,3.2,2.8,20.7
Bimbo Coles,1993,PG,24.0,MIA,81.0,37.0,27.6,3.9,8.5,0.464,0.5,1.7,0.307,3.4,6.8,0.503,0.494,2.2,2.7,0.805,0.7,1.3,2.0,4.6,1.0,0.1,1.3,2.5,10.6
Marty Conlon,1993,C,25.0,SAC,46.0,0.0,10.2,1.8,3.7,0.474,0.0,0.1,0.0,1.8,3.6,0.485,0.474,1.2,1.8,0.704,1.0,1.6,2.7,0.8,0.3,0.1,0.6,0.9,4.8
Lester Conner,1993,PG,33.0,LAC,31.0,0.0,13.6,0.9,2.0,0.452,0.0,0.0,0.0,0.9,2.0,0.452,0.452,0.6,0.6,0.947,0.5,1.1,1.6,2.1,1.1,0.1,0.7,1.3,2.4
Duane Cooper,1993,PG,23.0,LAL,65.0,0.0,9.9,1.0,2.4,0.392,0.1,0.5,0.233,0.8,2.0,0.43,0.415,0.4,0.5,0.714,0.2,0.6,0.8,2.3,0.3,0.0,1.1,1.0,2.4
Tyrone Corbin,1993,SF,30.0,UTA,82.0,58.0,31.2,4.7,9.3,0.503,0.0,0.1,0.0,4.7,9.3,0.506,0.503,2.2,2.7,0.826,2.4,4.0,6.3,2.1,1.3,0.4,1.3,3.1,11.6
Chris Corchiani,1993,PG,24.0,TOT,10.0,0.0,10.5,1.4,2.4,0.583,0.0,0.3,0.0,1.4,2.1,0.667,0.583,1.6,2.1,0.762,0.1,0.6,0.7,1.6,0.6,0.0,0.8,1.8,4.4
Chris Corchiani,1993,PG,24.0,ORL,9.0,0.0,11.3,1.4,2.6,0.565,0.0,0.3,0.0,1.4,2.2,0.65,0.565,1.8,2.3,0.762,0.1,0.7,0.8,1.8,0.7,0.0,0.9,1.9,4.7
Chris Corchiani,1993,PG,24.0,WSB,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Joe Courtney,1993,PF,23.0,TOT,12.0,0.0,8.7,1.1,2.7,0.406,0.0,0.0,0.0,1.1,2.7,0.406,0.406,0.6,0.8,0.778,0.3,1.3,1.6,0.3,0.4,0.4,0.5,1.4,2.8
Joe Courtney,1993,PF,23.0,CHI,5.0,0.0,6.8,0.8,1.8,0.444,0.0,0.0,0.0,0.8,1.8,0.444,0.444,0.6,0.8,0.75,0.4,0.0,0.4,0.2,0.4,0.2,0.6,1.8,2.2
Joe Courtney,1993,PF,23.0,GSW,7.0,0.0,10.0,1.3,3.3,0.391,0.0,0.0,0.0,1.3,3.3,0.391,0.391,0.6,0.7,0.8,0.3,2.1,2.4,0.3,0.4,0.6,0.4,1.1,3.1
John Crotty,1993,PG,23.0,UTA,40.0,0.0,6.1,0.9,1.8,0.514,0.1,0.4,0.143,0.9,1.5,0.603,0.528,0.7,1.0,0.684,0.1,0.3,0.4,1.4,0.3,0.0,0.8,0.7,2.6
Terry Cummings,1993,PF,31.0,SAS,8.0,0.0,9.5,1.4,3.6,0.379,0.0,0.0,0.0,1.4,3.6,0.379,0.379,0.6,1.3,0.5,0.8,1.6,2.4,0.5,0.1,0.1,0.3,2.1,3.4
Radisav Ćurčić,1993,C,27.0,DAL,20.0,0.0,8.3,0.8,2.1,0.39,0.0,0.0,0.0,0.8,2.1,0.39,0.39,1.3,1.8,0.722,0.9,1.6,2.5,0.6,0.4,0.1,0.4,1.5,2.9
Dell Curry,1993,SG,28.0,CHH,80.0,0.0,26.2,6.2,13.8,0.452,1.2,3.0,0.401,5.0,10.8,0.466,0.495,1.7,2.0,0.866,0.6,2.9,3.6,2.3,1.1,0.3,1.6,1.9,15.3
Lloyd Daniels,1993,SG,25.0,SAS,77.0,10.0,20.4,3.7,8.4,0.443,0.8,2.3,0.333,2.9,6.1,0.484,0.488,0.9,1.3,0.727,1.1,1.7,2.8,1.9,0.5,0.4,1.3,1.9,9.1
Brad Daugherty,1993,C,27.0,CLE,71.0,71.0,37.9,7.3,12.8,0.571,0.0,0.0,0.5,7.3,12.8,0.571,0.571,5.5,6.9,0.795,2.3,7.9,10.2,4.4,0.7,0.8,2.1,2.5,20.2
Dale Davis,1993,PF,23.0,IND,82.0,82.0,27.6,3.7,6.5,0.568,0.0,0.0,0.0,3.7,6.5,0.568,0.568,1.5,2.7,0.529,3.5,5.3,8.8,0.8,0.8,1.8,1.0,3.3,8.9
Hubert Davis,1993,SG,22.0,NYK,50.0,2.0,16.3,2.2,5.0,0.438,0.1,0.4,0.316,2.1,4.6,0.448,0.45,0.9,1.1,0.796,0.3,0.9,1.1,1.7,0.4,0.1,0.9,1.4,5.4
Terry Davis,1993,PF,25.0,DAL,75.0,74.0,32.8,5.2,11.5,0.455,0.0,0.1,0.25,5.2,11.4,0.457,0.457,2.2,3.7,0.594,3.5,5.9,9.3,0.9,0.5,0.4,2.1,2.7,12.7
Johnny Dawkins,1993,PG,29.0,PHI,74.0,10.0,21.6,3.5,8.0,0.437,0.4,1.1,0.31,3.1,6.8,0.458,0.459,1.5,1.9,0.796,0.4,1.4,1.8,4.6,1.1,0.1,1.6,1.2,8.9
Todd Day,1993,SG,23.0,MIL,71.0,37.0,27.2,5.0,11.7,0.432,0.8,2.6,0.293,4.3,9.1,0.472,0.465,3.0,4.2,0.717,2.0,2.1,4.1,1.6,1.1,0.7,1.7,3.1,13.8
Vinny Del Negro,1993,PG,26.0,SAS,73.0,31.0,20.9,3.0,5.9,0.507,0.1,0.3,0.25,2.9,5.6,0.522,0.514,1.4,1.6,0.863,0.3,2.0,2.2,4.0,0.6,0.0,1.3,2.0,7.4
Bison Dele,1993,PF,23.0,ORL,21.0,0.0,11.4,1.9,3.7,0.513,0.0,0.0,0.0,1.9,3.7,0.519,0.513,0.8,1.0,0.8,1.1,1.5,2.7,0.2,0.7,0.8,1.2,2.3,4.6
Vlade Divac*,1993,C,24.0,LAL,82.0,69.0,30.8,4.8,10.0,0.485,0.3,0.9,0.28,4.6,9.1,0.505,0.498,2.9,4.2,0.689,2.7,6.2,8.9,2.8,1.6,1.7,2.6,3.8,12.8
James Donaldson,1993,C,35.0,UTA,6.0,1.0,15.7,1.3,2.3,0.571,0.0,0.0,0.0,1.3,2.3,0.571,0.571,0.8,1.5,0.556,1.0,3.8,4.8,0.2,0.2,1.2,0.7,2.2,3.5
Sherman Douglas,1993,PG,26.0,BOS,79.0,36.0,24.5,3.3,6.7,0.498,0.1,0.4,0.207,3.3,6.3,0.515,0.504,1.1,1.9,0.56,0.8,1.2,2.1,6.4,0.6,0.1,2.0,2.1,7.8
Greg Dreiling,1993,C,30.0,IND,43.0,0.0,5.6,0.4,1.3,0.328,0.0,0.1,0.0,0.4,1.3,0.352,0.328,0.2,0.3,0.533,0.6,0.9,1.5,0.2,0.1,0.2,0.2,1.4,1.1
Clyde Drexler*,1993,SG,30.0,POR,49.0,49.0,34.1,7.1,16.7,0.429,0.6,2.7,0.233,6.5,13.9,0.467,0.448,5.0,6.0,0.839,2.6,3.7,6.3,5.7,1.9,0.8,2.3,3.2,19.9
Kevin Duckworth,1993,C,28.0,POR,74.0,55.0,23.8,4.1,9.3,0.438,0.0,0.0,0.0,4.1,9.3,0.439,0.438,1.7,2.4,0.73,1.6,3.6,5.2,0.9,0.6,0.5,1.2,3.0,9.9
Chris Dudley,1993,C,27.0,NJN,71.0,16.0,19.7,1.3,3.7,0.353,0.0,0.0,0.0,1.3,3.7,0.353,0.353,0.8,1.5,0.518,3.0,4.2,7.2,0.2,0.2,1.5,0.8,2.7,3.5
Joe Dumars*,1993,SG,29.0,DET,77.0,77.0,40.2,8.8,18.9,0.466,1.5,3.9,0.375,7.3,15.0,0.489,0.504,4.5,5.2,0.864,0.8,1.1,1.9,4.0,1.0,0.1,1.8,1.8,23.5
