Player,Year,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Benoit Benjamin,1989,C,24.0,LAC,79.0,62.0,32.7,6.2,11.5,0.541,0.0,0.0,0.0,6.2,11.5,0.543,0.541,4.0,5.4,0.744,2.1,6.7,8.8,2.0,0.7,2.8,3.0,2.8,16.4
Ricky Berry,1989,SG,24.0,SAC,64.0,21.0,22.0,4.0,8.9,0.45,1.0,2.5,0.406,3.0,6.4,0.467,0.507,2.0,2.6,0.789,0.9,2.2,3.1,1.3,0.6,0.3,1.3,3.1,11.0
Walter Berry,1989,PF,24.0,TOT,69.0,31.0,19.6,3.7,7.3,0.507,0.0,0.0,0.5,3.7,7.2,0.507,0.508,1.4,2.1,0.699,1.2,2.6,3.9,1.1,0.4,0.7,1.3,2.7,8.8
Walter Berry,1989,PF,24.0,NJN,29.0,17.0,19.2,3.7,8.0,0.468,0.0,0.0,0.0,3.7,8.0,0.468,0.468,1.5,2.2,0.683,1.1,2.9,4.0,0.7,0.3,0.4,1.4,2.4,8.9
Walter Berry,1989,PF,24.0,HOU,40.0,14.0,20.0,3.7,6.8,0.541,0.0,0.1,0.5,3.6,6.7,0.541,0.543,1.4,2.0,0.713,1.4,2.5,3.8,1.4,0.5,0.9,1.2,2.9,8.8
Larry Bird*,1989,SF,32.0,BOS,6.0,6.0,31.5,8.2,17.3,0.471,0.0,0.0,0.0,8.2,17.3,0.471,0.471,3.0,3.2,0.947,0.2,6.0,6.2,4.8,1.0,0.8,1.8,3.0,19.3
Otis Birdsong,1989,SG,33.0,BOS,13.0,0.0,8.3,1.4,2.8,0.5,0.1,0.2,0.333,1.3,2.5,0.515,0.514,0.0,0.2,0.0,0.3,0.7,1.0,0.7,0.2,0.1,0.9,0.8,2.8
Uwe Blab,1989,C,26.0,DAL,37.0,0.0,5.6,0.6,1.4,0.462,0.0,0.0,0.0,0.6,1.4,0.462,0.462,0.5,0.7,0.8,0.3,0.9,1.2,0.3,0.1,0.4,0.4,1.0,1.8
Rolando Blackman,1989,SG,29.0,DAL,78.0,78.0,37.8,7.6,16.0,0.476,0.4,1.1,0.353,7.2,14.9,0.485,0.488,4.1,4.7,0.854,0.9,2.6,3.5,3.7,0.8,0.3,2.1,1.8,19.7
Muggsy Bogues,1989,PG,24.0,CHH,79.0,21.0,22.2,2.3,5.3,0.426,0.0,0.2,0.077,2.2,5.1,0.437,0.427,0.8,1.1,0.75,0.7,1.4,2.1,7.8,1.4,0.1,1.6,1.8,5.4
Manute Bol,1989,C,26.0,GSW,80.0,4.0,22.1,1.6,4.3,0.369,0.3,1.1,0.22,1.3,3.2,0.423,0.398,0.5,0.8,0.606,1.5,4.3,5.8,0.3,0.1,4.3,1.0,2.8,3.9
Anthony Bowie,1989,SG,25.0,SAS,18.0,5.0,24.3,4.0,8.0,0.5,0.1,0.3,0.2,3.9,7.7,0.511,0.503,0.6,0.8,0.667,1.4,1.7,3.1,1.6,1.0,0.2,1.2,2.4,8.6
Sam Bowie,1989,C,27.0,POR,20.0,0.0,20.6,3.5,7.7,0.451,0.3,0.4,0.714,3.2,7.3,0.438,0.467,1.4,2.5,0.571,1.8,3.5,5.3,1.8,0.4,1.7,1.7,2.2,8.6
Dudley Bradley,1989,SG,31.0,ATL,38.0,0.0,7.0,0.7,2.3,0.326,0.2,0.8,0.258,0.5,1.4,0.364,0.372,0.2,0.4,0.5,0.2,0.7,0.8,0.6,0.4,0.1,0.4,1.1,1.9
Adrian Branch,1989,SF,25.0,POR,67.0,4.0,12.1,3.0,6.5,0.463,0.1,0.5,0.226,2.9,6.0,0.481,0.471,1.3,1.8,0.725,0.9,1.0,2.0,0.9,0.7,0.0,1.0,1.5,7.4
Randy Breuer,1989,C,28.0,MIL,48.0,4.0,10.7,1.8,3.7,0.48,0.0,0.0,0.0,1.8,3.7,0.48,0.48,0.6,1.1,0.549,1.1,1.8,2.8,0.5,0.2,0.8,0.6,1.2,4.2
Frank Brickowski,1989,C,29.0,SAS,64.0,60.0,28.5,5.3,10.2,0.515,0.0,0.0,0.0,5.3,10.2,0.517,0.515,3.1,4.4,0.715,2.3,4.0,6.3,2.0,1.6,0.5,2.6,3.9,13.7
Scott Brooks,1989,PG,23.0,PHI,82.0,6.0,16.7,1.9,4.5,0.42,0.7,1.9,0.359,1.2,2.7,0.463,0.495,0.7,0.8,0.884,0.2,0.9,1.1,3.7,0.8,0.0,0.8,1.4,5.2
Mike Brown,1989,C,25.0,UTA,66.0,16.0,15.9,1.6,3.8,0.419,0.0,0.0,0.0,1.6,3.8,0.419,0.419,1.4,2.0,0.708,1.4,2.5,3.9,0.6,0.4,0.3,1.2,2.0,4.5
Tony Brown,1989,SF-SG,28.0,TOT,43.0,0.0,8.5,1.2,2.7,0.424,0.1,0.4,0.25,1.1,2.4,0.451,0.441,0.6,0.7,0.774,0.5,0.5,1.0,0.6,0.3,0.1,0.4,1.0,3.0
Tony Brown,1989,SG,28.0,HOU,14.0,0.0,6.5,1.0,3.2,0.311,0.1,0.6,0.222,0.9,2.6,0.333,0.333,0.4,0.6,0.75,0.5,0.6,1.1,0.4,0.2,0.0,0.5,1.0,2.6
Tony Brown,1989,SF,28.0,MIL,29.0,0.0,9.4,1.2,2.5,0.493,0.1,0.2,0.286,1.2,2.3,0.515,0.507,0.6,0.8,0.783,0.5,0.5,1.0,0.7,0.4,0.1,0.3,1.0,3.2
Mark Bryant,1989,PF,23.0,POR,56.0,32.0,14.3,2.1,4.4,0.486,0.0,0.0,0.0,2.1,4.4,0.486,0.486,0.7,1.2,0.58,1.2,2.0,3.2,0.6,0.4,0.1,0.7,2.6,5.0
Greg Butler,1989,C,22.0,NYK,33.0,0.0,4.2,0.6,1.5,0.417,0.0,0.1,0.0,0.6,1.4,0.444,0.417,0.5,0.6,0.8,0.3,0.6,0.8,0.1,0.0,0.1,0.5,0.8,1.7
Michael Cage,1989,PF,27.0,SEA,80.0,71.0,31.7,3.9,7.9,0.498,0.0,0.1,0.0,3.9,7.8,0.502,0.498,2.5,3.3,0.743,3.5,6.1,9.6,1.6,1.2,0.7,1.6,2.3,10.3
Tony Campbell,1989,SF,26.0,LAL,63.0,2.0,12.5,2.5,5.5,0.458,0.0,0.3,0.095,2.5,5.1,0.481,0.461,1.1,1.3,0.843,0.8,1.2,2.1,0.7,0.6,0.1,1.0,1.7,6.2
Antoine Carr,1989,PF,27.0,ATL,78.0,12.0,19.1,2.9,6.0,0.48,0.0,0.0,0.0,2.9,6.0,0.481,0.48,1.7,1.9,0.855,1.4,2.2,3.5,1.2,0.4,0.8,1.1,2.8,7.5
Joe Barry Carroll,1989,C,30.0,NJN,64.0,62.0,31.2,5.7,12.7,0.448,0.0,0.0,0.0,5.7,12.7,0.448,0.448,2.8,3.4,0.8,1.8,5.5,7.4,1.6,1.1,1.3,2.2,3.0,14.1
Bill Cartwright,1989,C,31.0,CHI,78.0,76.0,29.9,4.7,9.8,0.475,0.0,0.0,0.0,4.7,9.8,0.475,0.475,3.0,3.9,0.766,1.9,4.7,6.7,1.2,0.3,0.5,2.4,3.0,12.4
Terry Catledge,1989,PF,25.0,WSB,79.0,77.0,26.3,4.2,8.6,0.49,0.0,0.1,0.2,4.2,8.6,0.493,0.491,1.9,3.2,0.602,2.9,4.3,7.2,0.9,0.6,0.3,1.5,3.2,10.4
Ron Cavenall,1989,C,29.0,NJN,5.0,0.0,3.2,0.4,0.6,0.667,0.0,0.0,0.0,0.4,0.6,0.667,0.667,0.4,1.0,0.4,0.0,0.4,0.4,0.0,0.0,0.4,0.4,0.4,1.2
Tom Chambers,1989,PF,29.0,PHO,81.0,81.0,37.1,9.6,20.3,0.471,0.3,1.1,0.326,9.2,19.2,0.479,0.48,6.3,7.4,0.851,1.8,6.7,8.4,2.9,1.1,0.7,2.9,3.3,25.7
Mike Champion,1989,SF,24.0,SEA,2.0,0.0,2.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
Rex Chapman,1989,SG,21.0,CHH,75.0,44.0,29.6,7.0,16.9,0.414,0.8,2.5,0.314,6.2,14.4,0.431,0.437,2.1,2.6,0.795,1.0,1.5,2.5,2.3,0.9,0.3,1.5,2.2,16.9
Maurice Cheeks*,1989,PG,32.0,PHI,71.0,70.0,32.4,4.7,9.8,0.483,0.0,0.2,0.077,4.7,9.6,0.49,0.483,2.1,2.7,0.774,0.5,2.0,2.6,7.8,1.5,0.2,1.6,1.6,11.6
Derrick Chievous,1989,SF,21.0,HOU,81.0,1.0,19.0,3.4,7.8,0.437,0.1,0.3,0.208,3.4,7.5,0.446,0.441,2.4,3.0,0.783,1.4,1.8,3.2,1.0,0.6,0.1,1.7,2.0,9.3
Ben Coleman,1989,PF,27.0,PHI,58.0,11.0,12.1,2.0,4.2,0.485,0.0,0.0,0.0,2.0,4.2,0.485,0.485,1.1,1.3,0.792,0.8,2.2,3.1,0.3,0.2,0.3,0.8,2.1,5.1
Steve Colter,1989,PG,26.0,WSB,80.0,5.0,17.8,2.5,5.7,0.444,0.0,0.3,0.12,2.5,5.4,0.463,0.447,1.6,2.1,0.749,0.8,1.5,2.3,2.8,0.9,0.2,0.8,2.0,6.7
Dallas Comegys,1989,PF,24.0,SAS,67.0,10.0,16.7,2.5,5.1,0.487,0.0,0.0,0.0,2.5,5.1,0.49,0.487,1.6,2.4,0.658,1.7,1.8,3.5,0.4,0.6,0.9,1.3,2.4,6.5
Lester Conner,1989,PG,29.0,NJN,82.0,63.0,30.9,3.8,8.2,0.457,0.2,0.5,0.351,3.6,7.8,0.463,0.467,2.6,3.3,0.788,1.2,3.1,4.3,7.4,2.2,0.1,2.2,1.6,10.3
Darwin Cook,1989,SG,30.0,TOT,66.0,4.0,17.3,3.3,7.2,0.456,0.1,0.6,0.195,3.2,6.6,0.481,0.464,1.0,1.2,0.808,0.5,1.1,1.6,1.9,1.1,0.2,1.3,1.8,7.7
Darwin Cook,1989,SG,30.0,SAS,36.0,0.0,21.0,4.1,8.8,0.467,0.2,0.9,0.194,3.9,7.9,0.496,0.476,1.3,1.6,0.821,0.6,1.1,1.6,2.3,1.2,0.1,1.7,2.1,9.6
Darwin Cook,1989,SG,30.0,DEN,30.0,4.0,12.9,2.4,5.4,0.436,0.1,0.3,0.2,2.3,5.1,0.451,0.442,0.6,0.7,0.773,0.4,1.2,1.6,1.4,0.9,0.2,0.9,1.5,5.4
Michael Cooper,1989,SG,32.0,LAL,80.0,13.0,24.3,2.7,6.2,0.431,1.0,2.6,0.381,1.7,3.6,0.468,0.512,1.0,1.2,0.871,0.4,2.0,2.4,3.9,0.9,0.4,1.2,2.3,7.3
Wayne Cooper,1989,C,32.0,DEN,79.0,72.0,23.6,2.8,5.6,0.495,0.0,0.1,0.25,2.8,5.6,0.498,0.497,1.0,1.3,0.745,2.7,5.2,7.8,1.0,0.5,2.7,0.9,3.8,6.6
Tyrone Corbin,1989,SF,26.0,PHO,77.0,30.0,21.5,3.2,5.9,0.54,0.0,0.0,0.0,3.2,5.9,0.542,0.54,1.8,2.3,0.788,2.3,2.9,5.2,1.5,1.1,0.2,1.2,2.9,8.2
Dave Corzine,1989,C,32.0,CHI,81.0,7.0,18.3,2.5,5.4,0.461,0.0,0.1,0.25,2.5,5.3,0.465,0.464,0.9,1.2,0.74,1.1,2.8,3.9,1.3,0.4,0.6,1.1,1.7,5.9
Winston Crite,1989,SF,23.0,PHO,2.0,0.0,3.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0
Pat Cummings,1989,PF,32.0,MIA,53.0,28.0,20.7,3.7,7.4,0.5,0.0,0.0,0.0,3.7,7.4,0.503,0.5,1.4,1.8,0.742,1.6,3.7,5.3,0.9,0.5,0.3,2.1,3.0,8.8
Terry Cummings,1989,SF,27.0,MIL,80.0,78.0,35.3,9.1,19.5,0.467,0.1,0.2,0.467,9.0,19.4,0.467,0.469,4.5,5.8,0.787,3.5,4.6,8.1,2.5,1.3,0.9,2.5,3.3,22.9
Earl Cureton,1989,C,31.0,CHH,82.0,41.0,25.0,2.8,5.7,0.501,0.0,0.0,0.0,2.8,5.7,0.502,0.501,0.8,1.5,0.537,2.3,3.7,6.0,1.6,0.6,0.7,1.4,2.8,6.5
Dell Curry,1989,SG,24.0,CHH,48.0,0.0,16.9,5.3,10.9,0.491,0.4,1.1,0.345,4.9,9.7,0.509,0.51,0.8,1.0,0.87,0.5,1.6,2.2,1.0,0.9,0.1,0.9,1.4,11.9
Quintin Dailey,1989,SG,28.0,LAC,69.0,51.0,25.0,6.5,14.0,0.465,0.0,0.1,0.111,6.5,13.8,0.468,0.465,3.1,4.1,0.759,1.0,2.0,3.0,2.2,1.3,0.1,1.8,2.2,16.1
Adrian Dantley*,1989,SF,33.0,TOT,73.0,67.0,33.2,6.4,13.1,0.493,0.0,0.0,0.0,6.4,13.1,0.493,0.493,6.3,7.8,0.81,1.6,2.7,4.3,2.3,0.6,0.2,2.2,2.5,19.2
Adrian Dantley*,1989,SF,33.0,DET,42.0,42.0,31.9,6.1,11.8,0.521,0.0,0.0,0.0,6.1,11.8,0.521,0.521,6.1,7.3,0.839,1.3,2.6,3.9,2.2,0.5,0.1,1.9,2.4,18.4
Adrian Dantley*,1989,SF,33.0,DAL,31.0,25.0,34.9,6.8,14.8,0.462,0.0,0.0,0.0,6.8,14.8,0.463,0.462,6.6,8.5,0.776,2.1,2.9,4.9,2.5,0.6,0.2,2.6,2.8,20.3
Brad Daugherty,1989,C,23.0,CLE,78.0,78.0,36.2,7.0,13.0,0.538,0.0,0.0,0.333,7.0,12.9,0.538,0.538,4.9,6.7,0.737,2.1,7.1,9.2,3.7,0.8,0.5,2.9,2.2,18.9
Brad Davis,1989,PG,33.0,DAL,78.0,4.0,17.9,2.3,4.9,0.483,0.4,1.3,0.314,1.9,3.6,0.545,0.525,1.3,1.6,0.805,0.2,1.2,1.4,3.1,0.6,0.2,1.2,1.9,6.4
Charles Davis,1989,SF,30.0,CHI,49.0,3.0,11.1,1.7,3.9,0.426,0.1,0.3,0.267,1.6,3.6,0.44,0.437,0.4,0.5,0.731,1.0,1.4,2.3,0.6,0.2,0.1,0.4,1.2,3.8
Mark Davis,1989,SF,25.0,TOT,33.0,0.0,7.8,1.5,3.1,0.48,0.0,0.3,0.1,1.5,2.8,0.522,0.485,0.8,1.0,0.824,0.5,0.6,1.1,0.4,0.4,0.2,0.4,1.2,3.8
Mark Davis,1989,SF,25.0,PHO,2.0,0.0,3.5,0.5,2.5,0.2,0.0,0.5,0.0,0.5,2.0,0.25,0.2,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.0
Mark Davis,1989,SF,25.0,MIL,31.0,0.0,8.1,1.5,3.1,0.495,0.0,0.3,0.111,1.5,2.8,0.534,0.5,0.8,1.0,0.813,0.5,0.7,1.2,0.5,0.4,0.2,0.4,1.2,4.0
Walter Davis,1989,SG,34.0,DEN,81.0,0.0,22.9,6.6,13.3,0.498,0.2,0.9,0.29,6.4,12.4,0.512,0.507,2.2,2.5,0.879,0.5,1.4,1.9,2.3,0.9,0.1,1.6,2.3,15.6
Darryl Dawkins,1989,C,32.0,DET,14.0,0.0,3.4,0.6,1.4,0.474,0.0,0.0,0.0,0.6,1.4,0.474,0.474,0.6,1.3,0.5,0.2,0.3,0.5,0.1,0.0,0.1,0.3,0.9,1.9
Johnny Dawkins,1989,PG,25.0,SAS,32.0,30.0,33.8,5.5,12.5,0.443,0.0,0.1,0.0,5.5,12.4,0.447,0.443,3.1,3.5,0.893,1.0,2.2,3.2,7.0,1.7,0.0,3.5,2.0,14.2
Vinny Del Negro,1989,SG,22.0,SAC,80.0,2.0,19.5,3.0,6.3,0.475,0.1,0.3,0.3,2.9,6.0,0.482,0.481,1.1,1.3,0.85,0.6,1.5,2.1,2.6,0.8,0.2,1.0,2.0,7.1
Fennis Dembo,1989,SF,23.0,DET,31.0,0.0,2.4,0.5,1.4,0.333,0.0,0.1,0.0,0.5,1.2,0.368,0.333,0.3,0.3,0.8,0.3,0.5,0.7,0.2,0.0,0.0,0.2,0.5,1.2
James Donaldson,1989,C,31.0,DAL,53.0,53.0,32.9,3.6,6.4,0.573,0.0,0.0,0.0,3.6,6.4,0.573,0.573,1.8,2.3,0.766,3.0,7.8,10.8,0.7,0.5,1.5,1.6,2.1,9.1
Greg Dreiling,1989,C,26.0,IND,53.0,4.0,7.5,0.8,1.5,0.558,0.0,0.0,0.0,0.8,1.5,0.558,0.558,0.8,1.2,0.672,0.7,1.0,1.7,0.3,0.1,0.2,0.7,1.9,2.4
Clyde Drexler*,1989,SG,26.0,POR,78.0,78.0,39.3,10.6,21.4,0.496,0.3,1.3,0.26,10.3,20.1,0.511,0.504,5.6,7.0,0.799,3.7,4.2,7.9,5.8,2.7,0.7,3.2,3.4,27.2
Kevin Duckworth,1989,C,24.0,POR,79.0,79.0,33.7,7.0,14.7,0.477,0.0,0.0,0.0,7.0,14.7,0.478,0.477,4.1,5.4,0.757,3.1,4.9,8.0,0.8,0.7,0.6,2.5,3.8,18.1
Chris Dudley,1989,C,23.0,CLE,61.0,2.0,8.9,1.2,2.8,0.435,0.0,0.0,0.0,1.2,2.7,0.437,0.435,0.6,1.8,0.364,1.2,1.4,2.6,0.3,0.1,0.4,0.7,1.3,3.0
Joe Dumars*,1989,SG,25.0,DET,69.0,67.0,34.9,6.6,13.1,0.505,0.2,0.4,0.483,6.4,12.7,0.506,0.513,3.8,4.4,0.85,0.8,1.7,2.5,5.7,0.9,0.1,2.6,1.5,17.2
Mike Dunleavy,1989,PG,34.0,MIL,2.0,0.0,2.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
T.R. Dunn,1989,SG,33.0,PHO,34.0,1.0,9.4,0.4,1.0,0.343,0.0,0.0,0.0,0.4,1.0,0.343,0.343,0.3,0.4,0.75,0.9,0.9,1.8,0.7,0.4,0.0,0.2,1.0,1.0
Ledell Eackles,1989,SG,22.0,WSB,80.0,6.0,18.2,4.0,9.2,0.434,0.1,0.5,0.225,3.9,8.7,0.447,0.441,3.4,4.3,0.786,1.3,1.0,2.3,1.5,0.5,0.1,1.6,2.0,11.5
Mark Eaton,1989,C,32.0,UTA,82.0,82.0,35.5,2.3,5.0,0.462,0.0,0.0,0.0,2.3,5.0,0.462,0.462,1.6,2.4,0.66,2.8,7.5,10.3,1.0,0.5,3.8,1.7,3.5,6.2
James Edwards,1989,C,33.0,DET,76.0,1.0,16.5,2.8,5.6,0.5,0.0,0.0,0.0,2.8,5.5,0.502,0.5,1.8,2.6,0.686,0.9,2.1,3.0,0.6,0.1,0.4,0.9,3.0,7.3
Kevin Edwards,1989,SG,23.0,MIA,79.0,62.0,29.7,5.9,14.0,0.425,0.1,0.5,0.27,5.8,13.5,0.431,0.43,1.8,2.4,0.746,1.1,2.2,3.3,4.4,1.8,0.3,3.1,1.9,13.8
Craig Ehlo,1989,SG,27.0,CLE,82.0,4.0,22.8,3.0,6.4,0.475,0.5,1.2,0.39,2.6,5.2,0.495,0.512,0.9,1.4,0.607,1.2,2.4,3.6,3.2,1.3,0.2,1.4,2.0,7.4
Dale Ellis,1989,SG,28.0,SEA,82.0,82.0,38.9,10.5,20.9,0.501,2.0,4.1,0.478,8.5,16.7,0.507,0.549,4.6,5.6,0.816,1.9,2.3,4.2,2.0,1.3,0.3,2.7,2.4,27.5
Wayne Englestad,1989,PF,22.0,DEN,11.0,0.0,4.5,1.0,2.6,0.379,0.0,0.0,0.0,1.0,2.6,0.379,0.379,0.5,0.9,0.6,0.5,1.0,1.5,0.6,0.1,0.0,0.3,1.1,2.5
Alex English*,1989,SF,35.0,DEN,82.0,82.0,36.5,11.3,22.9,0.491,0.0,0.1,0.25,11.2,22.8,0.492,0.492,4.0,4.6,0.858,1.8,2.2,4.0,4.7,0.8,0.1,2.4,2.1,26.5
Patrick Ewing*,1989,C,26.0,NYK,80.0,80.0,36.2,9.1,16.0,0.567,0.0,0.1,0.0,9.1,16.0,0.57,0.567,4.5,6.1,0.746,2.7,6.6,9.3,2.4,1.5,3.5,3.3,3.9,22.7
Jim Farmer,1989,SG,24.0,UTA,37.0,0.0,11.1,1.5,3.8,0.401,0.2,0.5,0.45,1.3,3.3,0.393,0.433,0.8,1.1,0.707,0.6,0.9,1.5,0.8,0.2,0.0,0.7,1.1,4.1
Dave Feitl,1989,C,26.0,WSB,57.0,36.0,14.5,2.0,4.7,0.436,0.0,0.0,0.0,2.0,4.6,0.438,0.436,0.9,1.1,0.831,1.2,2.3,3.5,0.6,0.3,0.3,1.1,2.4,5.0
Rolando Ferreira,1989,C,24.0,POR,12.0,0.0,2.8,0.1,1.5,0.056,0.0,0.0,0.0,0.1,1.5,0.056,0.056,0.6,0.7,0.875,0.3,0.8,1.1,0.1,0.0,0.1,0.5,0.6,0.8
Duane Ferrell,1989,SF,23.0,ATL,41.0,0.0,5.6,0.9,2.0,0.422,0.0,0.0,0.0,0.9,2.0,0.422,0.422,0.7,1.1,0.682,0.5,0.5,1.0,0.2,0.2,0.1,0.3,0.8,2.4
